Airport,Terminal,Date,Hour,U.S. Citizen,,Non U.S. Citizen,,All,,,,,,,,,,,,
,,,,,,,,Wait Times,,Number Of Passengers Time Interval,,,,,,,,,,
,,,,Average Wait,Max Wait,Average Wait,Max Wait,Average Wait,Max Wait,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
,,,,Time,Time,Time,Time,Time,Time,,,,,,,,,,,
ORD,Terminal 5,05-01-2017,1300 - 1400,12,82,28,93,20,93,1061,453,226,160,106,2,0,96,2104,10,24
ORD,Terminal 5,05-01-2017,1400 - 1500,13,74,34,82,21,82,788,545,155,155,71,0,0,76,1790,8,22
ORD,Terminal 5,05-01-2017,1500 - 1600,8,69,39,79,26,79,639,124,91,159,187,0,0,47,1247,7,28
ORD,Terminal 5,05-01-2017,1600 - 1700,9,68,28,69,18,69,569,216,199,71,15,0,0,37,1107,5,23
ORD,Terminal 5,05-01-2017,1700 - 1800,10,32,12,33,11,33,769,264,18,0,0,0,0,38,1089,6,19
ORD,Terminal 5,05-01-2017,1800 - 1900,11,37,12,35,11,37,869,233,61,0,0,0,0,40,1203,7,19
ORD,Terminal 5,05-01-2017,1900 - 2000,16,42,19,42,17,42,424,406,108,0,0,0,0,35,973,5,20
ORD,Terminal 5,05-01-2017,2000 - 2100,9,44,15,49,12,49,344,93,27,10,0,0,0,20,494,2,18
ORD,Terminal 5,05-01-2017,2300 - 0000,8,20,10,20,8,20,192,29,0,0,0,0,0,10,231,2,8
ORD,Terminal 5,05-02-2017,0000 - 0100,16,36,22,39,19,39,105,174,25,0,0,0,0,15,319,2,9
ORD,Terminal 5,05-02-2017,0600 - 0700,1,9,6,16,5,16,151,4,0,0,0,0,0,6,161,1,11
ORD,Terminal 5,05-02-2017,0700 - 0800,12,58,21,62,19,62,163,92,49,17,6,0,0,14,341,2,13
ORD,Terminal 5,05-02-2017,0800 - 0900,7,25,12,30,11,30,260,95,0,0,0,0,0,15,370,2,10
ORD,Terminal 5,05-02-2017,0900 - 1000,13,65,42,75,36,75,74,120,61,89,84,0,0,19,447,2,13
ORD,Terminal 5,05-02-2017,1000 - 1100,5,31,30,74,16,74,261,34,21,5,46,0,0,18,385,4,12
ORD,Terminal 5,05-02-2017,1100 - 1200,5,26,11,29,9,29,290,106,0,0,0,0,0,11,407,3,14
ORD,Terminal 5,05-02-2017,1300 - 1400,12,61,15,72,13,72,1205,487,91,30,13,0,0,72,1898,10,30
ORD,Terminal 5,05-02-2017,1400 - 1500,9,53,16,53,12,53,1019,304,107,11,0,0,0,63,1504,8,25
ORD,Terminal 5,05-02-2017,1500 - 1600,12,77,24,86,19,86,757,478,164,79,23,0,0,68,1569,8,29
ORD,Terminal 5,05-02-2017,1600 - 1700,12,69,24,72,18,72,341,280,77,12,12,0,0,40,762,4,21
ORD,Terminal 5,05-02-2017,1700 - 1800,12,34,13,32,13,34,721,399,8,0,0,0,0,61,1189,7,22
ORD,Terminal 5,05-02-2017,1800 - 1900,11,35,11,32,11,35,677,276,7,0,0,0,0,32,992,6,25
ORD,Terminal 5,05-02-2017,1900 - 2000,6,21,8,23,7,23,613,52,0,0,0,0,0,19,684,3,21
ORD,Terminal 5,05-02-2017,2000 - 2100,11,32,17,36,14,36,216,108,20,0,0,0,0,13,357,2,10
ORD,Terminal 5,05-02-2017,2300 - 0000,14,35,18,34,15,35,159,127,16,0,0,0,0,17,319,2,9
ORD,Terminal 5,05-03-2017,0000 - 0100,13,41,20,41,16,41,223,101,60,0,0,0,0,16,400,3,10
ORD,Terminal 5,05-03-2017,0600 - 0700,1,8,7,16,6,16,149,4,0,0,0,0,0,4,157,1,13
ORD,Terminal 5,05-03-2017,0700 - 0800,18,49,23,49,22,49,113,116,82,8,0,0,0,15,334,1,13
ORD,Terminal 5,05-03-2017,0800 - 0900,6,14,11,25,10,25,164,52,0,0,0,0,0,7,223,1,10
ORD,Terminal 5,05-03-2017,0900 - 1000,10,80,45,104,34,104,375,112,69,48,167,67,0,61,899,5,14
ORD,Terminal 5,05-03-2017,1000 - 1100,5,37,40,88,27,88,127,14,3,27,49,0,0,13,233,3,13
ORD,Terminal 5,05-03-2017,1100 - 1200,11,44,26,51,20,51,201,115,109,12,0,0,0,19,456,3,17
ORD,Terminal 5,05-03-2017,1200 - 1300,10,33,21,44,16,44,239,152,64,0,0,0,0,16,471,4,18
ORD,Terminal 5,05-03-2017,1300 - 1400,8,51,20,51,15,51,909,387,226,14,0,0,0,82,1618,8,22
ORD,Terminal 5,05-03-2017,1400 - 1500,10,48,20,70,15,70,1070,393,187,49,3,0,0,88,1790,10,25
ORD,Terminal 5,05-03-2017,1500 - 1600,8,72,27,74,20,74,770,351,194,153,30,0,0,46,1544,8,20
ORD,Terminal 5,05-03-2017,1600 - 1700,8,45,30,48,17,48,130,36,74,2,0,0,0,8,250,2,19
ORD,Terminal 5,05-03-2017,1700 - 1800,10,48,15,48,12,48,1128,351,72,7,0,0,0,90,1648,11,19
ORD,Terminal 5,05-03-2017,1800 - 1900,10,36,15,41,12,41,747,243,30,0,0,0,0,39,1059,6,11
ORD,Terminal 5,05-03-2017,1900 - 2000,10,33,17,34,13,34,657,371,25,0,0,0,0,37,1090,6,17
ORD,Terminal 5,05-03-2017,2000 - 2100,31,46,35,49,33,49,2,86,118,17,0,0,0,9,232,1,9
ORD,Terminal 5,05-03-2017,2200 - 2300,20,59,29,60,25,60,102,53,63,36,0,0,0,13,267,2,7
ORD,Terminal 5,05-04-2017,0000 - 0100,19,61,33,66,26,66,134,128,55,61,18,0,0,18,414,3,10
ORD,Terminal 5,05-04-2017,0700 - 0800,2,12,7,18,6,18,187,26,0,0,0,0,0,5,218,1,14
ORD,Terminal 5,05-04-2017,0800 - 0900,8,15,8,17,8,17,183,13,0,0,0,0,0,6,202,1,13
ORD,Terminal 5,05-04-2017,0900 - 1000,6,40,20,50,16,50,280,117,92,17,0,0,0,15,521,3,14
ORD,Terminal 5,05-04-2017,1000 - 1100,4,41,19,43,12,43,409,106,77,0,0,0,0,28,620,5,11
ORD,Terminal 5,05-04-2017,1100 - 1200,9,22,19,33,16,33,152,153,11,0,0,0,0,11,327,2,22
ORD,Terminal 5,05-04-2017,1200 - 1300,8,34,16,41,13,41,666,370,68,0,0,0,0,78,1182,6,27
ORD,Terminal 5,05-04-2017,1300 - 1400,9,60,24,71,17,71,624,283,128,63,15,0,0,38,1151,6,28
ORD,Terminal 5,05-04-2017,1400 - 1500,12,47,18,86,15,86,951,522,156,13,2,0,0,89,1733,10,22
ORD,Terminal 5,05-04-2017,1500 - 1600,12,92,44,97,31,97,820,316,255,189,452,4,0,111,2147,11,31
ORD,Terminal 5,05-04-2017,1600 - 1700,7,39,29,62,22,62,190,195,67,61,6,0,0,20,539,3,18
ORD,Terminal 5,05-04-2017,1700 - 1800,10,41,17,42,13,42,829,290,80,0,0,0,0,40,1239,8,22
ORD,Terminal 5,05-04-2017,1800 - 1900,15,55,14,55,14,55,647,217,111,20,0,0,0,42,1037,6,24
ORD,Terminal 5,05-04-2017,1900 - 2000,11,36,15,43,13,43,689,326,45,0,0,0,0,42,1102,7,24
ORD,Terminal 5,05-04-2017,2200 - 2300,22,35,24,37,23,37,13,92,25,0,0,0,0,5,135,1,7
ORD,Terminal 5,05-04-2017,2300 - 0000,8,18,13,28,10,28,102,26,0,0,0,0,0,6,134,1,9
ORD,Terminal 5,05-05-2017,0000 - 0100,10,39,19,44,17,44,115,83,38,0,0,0,0,14,250,2,8
ORD,Terminal 5,05-05-2017,0100 - 0200,9,22,11,22,10,22,102,40,0,0,0,0,0,7,149,1,9
ORD,Terminal 5,05-05-2017,0500 - 0600,6,18,17,36,14,36,87,49,13,0,0,0,0,4,153,1,8
ORD,Terminal 5,05-05-2017,0600 - 0700,0,11,8,20,7,20,223,40,0,0,0,0,0,5,268,1,16
ORD,Terminal 5,05-05-2017,0700 - 0800,14,59,21,63,20,63,138,129,40,22,5,0,0,9,343,1,16
ORD,Terminal 5,05-05-2017,0800 - 0900,7,17,7,18,7,18,393,30,0,0,0,0,0,13,436,2,14
ORD,Terminal 5,05-05-2017,0900 - 1000,8,22,11,23,10,23,169,71,0,0,0,0,0,13,253,1,13
ORD,Terminal 5,05-05-2017,1000 - 1100,4,29,11,32,7,32,514,129,5,0,0,0,0,29,677,5,13
ORD,Terminal 5,05-05-2017,1100 - 1200,4,32,22,59,18,59,299,224,102,19,0,0,0,25,669,3,14
ORD,Terminal 5,05-05-2017,1200 - 1300,14,52,23,56,19,56,715,462,323,52,0,0,0,75,1627,9,29
ORD,Terminal 5,05-05-2017,1300 - 1400,7,31,15,36,11,36,674,246,19,0,0,0,0,45,984,4,24
ORD,Terminal 5,05-05-2017,1400 - 1500,8,97,33,97,23,97,1167,406,179,130,220,27,0,86,2215,10,26
ORD,Terminal 5,05-05-2017,1500 - 1600,10,119,65,141,43,141,810,156,97,111,493,157,81,71,1976,9,31
ORD,Terminal 5,05-05-2017,1600 - 1700,6,59,35,88,20,88,362,16,89,104,26,0,0,26,623,4,22
ORD,Terminal 5,05-05-2017,1700 - 1800,12,48,24,57,17,57,569,324,175,53,0,0,0,39,1160,6,22
ORD,Terminal 5,05-05-2017,1800 - 1900,12,44,8,45,10,45,639,126,73,0,0,0,0,41,879,5,18
ORD,Terminal 5,05-05-2017,1900 - 2000,9,54,22,58,17,58,728,331,262,16,0,0,0,46,1383,6,27
ORD,Terminal 5,05-05-2017,2100 - 2200,14,44,26,46,22,46,112,69,90,4,0,0,0,9,284,1,11
ORD,Terminal 5,05-05-2017,2300 - 0000,11,33,15,33,14,33,136,86,9,0,0,0,0,10,241,2,8
ORD,Terminal 5,05-06-2017,0000 - 0100,21,52,19,58,20,58,115,66,51,15,0,0,0,7,254,2,6
ORD,Terminal 5,05-06-2017,0100 - 0200,16,50,37,50,32,50,15,30,43,24,0,0,0,3,115,1,6
ORD,Terminal 5,05-06-2017,0400 - 0500,4,14,6,16,5,16,149,6,0,0,0,0,0,4,159,1,7
ORD,Terminal 5,05-06-2017,0500 - 0600,8,27,14,36,11,36,94,36,10,0,0,0,0,4,144,1,7
ORD,Terminal 5,05-06-2017,0600 - 0700,1,14,13,28,11,28,154,88,0,0,0,0,0,8,250,1,12
ORD,Terminal 5,05-06-2017,0700 - 0800,12,48,25,52,23,52,115,95,81,24,0,0,0,10,325,1,10
ORD,Terminal 5,05-06-2017,0800 - 0900,9,23,10,25,9,25,148,48,0,0,0,0,0,6,202,1,8
ORD,Terminal 5,05-06-2017,0900 - 1000,8,47,24,72,20,72,312,147,38,62,40,0,0,21,620,3,10
ORD,Terminal 5,05-06-2017,1000 - 1100,6,46,30,67,18,67,305,110,61,62,19,0,0,24,581,4,11
ORD,Terminal 5,05-06-2017,1100 - 1200,5,25,19,48,12,48,350,88,65,4,0,0,0,17,524,3,12
ORD,Terminal 5,05-06-2017,1200 - 1300,8,34,17,50,14,50,590,394,40,3,0,0,0,38,1065,5,32
ORD,Terminal 5,05-06-2017,1300 - 1400,8,48,19,49,13,49,1314,591,148,13,0,0,0,66,2132,9,29
ORD,Terminal 5,05-06-2017,1400 - 1500,13,33,15,34,14,34,707,485,21,0,0,0,0,46,1259,7,28
ORD,Terminal 5,05-06-2017,1500 - 1600,10,54,18,52,15,54,1093,526,176,27,0,0,0,69,1891,10,32
ORD,Terminal 5,05-06-2017,1600 - 1700,14,54,20,59,15,59,584,348,66,18,0,0,0,41,1057,6,28
ORD,Terminal 5,05-06-2017,1700 - 1800,13,47,14,42,13,47,1197,604,98,5,0,0,0,74,1978,10,34
ORD,Terminal 5,05-06-2017,1800 - 1900,14,57,13,55,14,57,1282,570,107,76,0,0,0,83,2118,12,23
ORD,Terminal 5,05-06-2017,1900 - 2000,9,31,11,35,10,35,750,230,13,0,0,0,0,43,1036,5,20
ORD,Terminal 5,05-06-2017,2300 - 0000,10,39,18,41,13,41,246,107,44,0,0,0,0,13,410,3,9
ORD,Terminal 5,05-07-2017,0000 - 0100,9,34,21,35,15,35,79,33,23,0,0,0,0,5,140,1,11
ORD,Terminal 5,05-07-2017,0100 - 0200,9,27,15,27,11,27,119,52,0,0,0,0,0,5,176,1,10
ORD,Terminal 5,05-07-2017,0300 - 0400,11,27,14,29,12,29,51,30,0,0,0,0,0,3,84,1,7
ORD,Terminal 5,05-07-2017,0400 - 0500,7,14,11,23,9,23,84,8,0,0,0,0,0,3,95,1,6
ORD,Terminal 5,05-07-2017,0500 - 0600,8,26,13,28,10,28,103,37,0,0,0,0,0,5,145,1,11
ORD,Terminal 5,05-07-2017,0600 - 0700,1,7,11,28,10,28,177,82,0,0,0,0,0,6,265,1,12
ORD,Terminal 5,05-07-2017,0700 - 0800,13,51,29,75,25,75,102,107,90,11,17,0,0,11,338,1,15
ORD,Terminal 5,05-07-2017,0800 - 0900,7,29,11,30,11,30,158,61,0,0,0,0,0,6,225,1,7
ORD,Terminal 5,05-07-2017,0900 - 1000,14,49,27,83,22,83,280,258,70,49,35,0,0,31,723,4,10
ORD,Terminal 5,05-07-2017,1000 - 1100,5,25,32,69,21,69,274,56,45,70,32,0,0,17,494,4,10
ORD,Terminal 5,05-07-2017,1100 - 1200,3,22,16,34,10,34,138,46,20,0,0,0,0,5,209,1,9
ORD,Terminal 5,05-07-2017,1200 - 1300,14,42,12,45,13,45,629,331,46,0,0,0,0,34,1040,5,29
ORD,Terminal 5,05-07-2017,1300 - 1400,12,41,17,50,14,50,1409,833,177,5,0,0,0,95,2519,11,31
ORD,Terminal 5,05-07-2017,1400 - 1500,13,43,19,52,16,52,780,618,172,4,0,0,0,59,1633,9,31
ORD,Terminal 5,05-07-2017,1500 - 1600,13,57,24,65,20,65,470,331,190,50,6,0,0,44,1091,5,32
ORD,Terminal 5,05-07-2017,1600 - 1700,16,42,20,49,18,49,396,449,114,8,0,0,0,39,1006,5,32
ORD,Terminal 5,05-07-2017,1700 - 1800,11,37,13,57,12,57,880,294,56,1,0,0,0,54,1285,8,20
ORD,Terminal 5,05-07-2017,1800 - 1900,14,43,8,43,12,43,1061,217,145,0,0,0,0,50,1473,7,25
ORD,Terminal 5,05-07-2017,1900 - 2000,9,37,12,37,11,37,1147,271,47,0,0,0,0,57,1522,7,28
ORD,Terminal 5,05-07-2017,2000 - 2100,6,28,11,28,8,28,397,62,0,0,0,0,0,17,476,2,11
ORD,Terminal 5,05-07-2017,2200 - 2300,7,16,7,16,7,16,137,2,0,0,0,0,0,7,146,1,10
ORD,Terminal 5,05-07-2017,2300 - 0000,9,20,12,23,10,23,107,35,0,0,0,0,0,7,149,1,11
ORD,Terminal 5,05-08-2017,0000 - 0100,5,20,8,20,6,20,252,15,0,0,0,0,0,6,273,2,11
ORD,Terminal 5,05-08-2017,0100 - 0200,9,21,9,20,9,21,122,27,0,0,0,0,0,4,153,1,10
ORD,Terminal 5,05-08-2017,0400 - 0500,1,7,3,11,2,11,78,0,0,0,0,0,0,3,81,1,4
ORD,Terminal 5,05-08-2017,0600 - 0700,1,11,12,30,10,30,133,62,0,0,0,0,0,5,200,1,10
ORD,Terminal 5,05-08-2017,0700 - 0800,12,50,25,61,22,61,129,92,68,26,3,0,0,9,327,1,13
ORD,Terminal 5,05-08-2017,0800 - 0900,10,26,15,33,14,33,124,66,17,0,0,0,0,7,214,1,10
ORD,Terminal 5,05-08-2017,0900 - 1000,9,73,25,77,20,77,646,90,86,89,110,0,0,36,1057,7,12
ORD,Terminal 5,05-08-2017,1000 - 1100,5,41,27,74,18,74,110,14,18,20,11,0,0,9,182,3,11
ORD,Terminal 5,05-08-2017,1100 - 1200,15,48,20,59,18,59,185,112,64,15,0,0,0,18,394,3,13
ORD,Terminal 5,05-08-2017,1200 - 1300,8,27,14,35,11,35,632,267,21,0,0,0,0,32,952,5,21
ORD,Terminal 5,05-08-2017,1300 - 1400,14,55,27,69,21,69,942,697,314,234,27,0,0,80,2294,11,30
ORD,Terminal 5,05-08-2017,1400 - 1500,13,64,21,69,17,69,890,556,181,42,9,0,0,71,1749,9,35
ORD,Terminal 5,05-08-2017,1500 - 1600,9,72,23,74,18,74,536,367,167,14,18,0,0,35,1137,6,30
ORD,Terminal 5,05-08-2017,1600 - 1700,18,37,14,49,17,49,282,218,101,2,0,0,0,24,627,4,22
ORD,Terminal 5,05-08-2017,1700 - 1800,9,34,11,47,10,47,788,205,42,2,0,0,0,41,1078,6,21
ORD,Terminal 5,05-08-2017,1800 - 1900,11,64,19,65,15,65,917,547,139,4,4,0,0,65,1676,9,19
ORD,Terminal 5,05-08-2017,1900 - 2000,15,61,28,62,21,62,336,227,157,50,4,0,0,27,801,4,16
ORD,Terminal 5,05-08-2017,2200 - 2300,7,17,7,16,7,17,120,11,0,0,0,0,0,7,138,1,8
ORD,Terminal 5,05-09-2017,0000 - 0100,19,58,22,58,20,58,167,101,65,44,0,0,0,10,387,3,8
ORD,Terminal 5,05-09-2017,0500 - 0600,1,5,1,10,1,10,74,0,0,0,0,0,0,3,77,1,3
ORD,Terminal 5,05-09-2017,0700 - 0800,10,67,38,91,32,91,184,116,100,73,95,2,0,19,589,2,12
ORD,Terminal 5,05-09-2017,0800 - 0900,7,31,29,85,26,85,225,66,17,58,68,0,0,13,447,2,12
ORD,Terminal 5,05-09-2017,0900 - 1000,13,59,37,75,29,75,238,140,111,84,84,0,0,25,682,4,12
ORD,Terminal 5,05-09-2017,1000 - 1100,4,38,25,45,16,45,110,13,56,0,0,0,0,9,188,3,10
ORD,Terminal 5,05-09-2017,1100 - 1200,8,37,18,42,14,42,281,129,55,0,0,0,0,17,482,3,18
ORD,Terminal 5,05-09-2017,1200 - 1300,8,33,10,32,9,33,474,112,2,0,0,0,0,22,610,3,23
ORD,Terminal 5,05-09-2017,1300 - 1400,10,52,18,56,14,56,1369,528,223,21,0,0,0,79,2220,12,25
ORD,Terminal 5,05-09-2017,1400 - 1500,19,50,24,90,22,90,358,360,258,25,11,0,0,81,1093,5,26
ORD,Terminal 5,05-09-2017,1500 - 1600,12,49,24,74,19,74,751,540,221,105,14,0,0,66,1697,9,21
ORD,Terminal 5,05-09-2017,1600 - 1700,15,41,18,54,16,54,349,406,36,5,0,0,0,28,824,5,24
ORD,Terminal 5,05-09-2017,1700 - 1800,13,39,14,49,13,49,749,326,76,14,0,0,0,55,1220,6,24
ORD,Terminal 5,05-09-2017,1800 - 1900,6,22,7,24,7,24,698,47,0,0,0,0,0,27,772,4,18
ORD,Terminal 5,05-09-2017,1900 - 2000,12,34,18,45,15,45,584,307,74,0,0,0,0,30,995,5,19
ORD,Terminal 5,05-09-2017,2000 - 2100,7,20,7,21,7,21,237,19,0,0,0,0,0,9,265,1,20
ORD,Terminal 5,05-09-2017,2200 - 2300,7,17,8,19,7,19,117,11,0,0,0,0,0,3,131,1,8
ORD,Terminal 5,05-09-2017,2300 - 0000,8,24,11,24,10,24,135,34,0,0,0,0,0,6,175,2,8
ORD,Terminal 5,05-10-2017,0000 - 0100,11,36,24,42,17,42,141,70,73,0,0,0,0,16,300,2,10
ORD,Terminal 5,05-10-2017,0400 - 0500,8,15,10,16,9,16,55,1,0,0,0,0,0,2,58,1,5
ORD,Terminal 5,05-10-2017,0600 - 0700,11,73,23,75,20,75,231,113,64,39,16,0,0,22,485,2,12
ORD,Terminal 5,05-10-2017,0800 - 0900,7,26,9,27,9,27,300,80,0,0,0,0,0,9,389,2,9
ORD,Terminal 5,05-10-2017,0900 - 1000,4,91,48,109,34,109,335,67,48,78,153,49,0,26,756,5,10
ORD,Terminal 5,05-10-2017,1000 - 1100,6,74,44,93,22,93,120,13,9,14,21,9,0,8,194,2,7
ORD,Terminal 5,05-10-2017,1100 - 1200,11,77,38,83,29,83,259,50,133,142,44,0,0,27,655,5,20
ORD,Terminal 5,05-10-2017,1200 - 1300,6,22,17,36,13,36,410,195,42,0,0,0,0,22,669,4,24
ORD,Terminal 5,05-10-2017,1300 - 1400,7,38,21,45,15,45,789,565,200,0,0,0,0,54,1608,7,28
ORD,Terminal 5,05-10-2017,1400 - 1500,8,33,14,32,11,33,1127,382,10,0,0,0,0,52,1571,10,25
ORD,Terminal 5,05-10-2017,1500 - 1600,9,50,29,63,21,63,547,227,205,115,12,0,0,42,1148,6,30
ORD,Terminal 5,05-10-2017,1600 - 1700,18,37,20,39,19,39,264,396,126,0,0,0,0,26,812,4,26
ORD,Terminal 5,05-10-2017,1700 - 1800,22,87,32,84,26,87,449,393,355,113,82,0,0,95,1487,8,26
ORD,Terminal 5,05-10-2017,1800 - 1900,21,55,27,56,24,56,243,288,257,34,0,0,0,32,854,5,18
ORD,Terminal 5,05-10-2017,1900 - 2000,31,81,34,83,32,83,196,65,226,129,42,0,0,29,687,4,13
ORD,Terminal 5,05-10-2017,2000 - 2100,11,39,31,62,24,62,285,186,181,71,3,0,0,29,755,3,17
ORD,Terminal 5,05-10-2017,2100 - 2200,1,15,13,27,10,27,151,71,0,0,0,0,0,5,227,1,14
ORD,Terminal 5,05-10-2017,2300 - 0000,7,17,9,17,8,17,166,9,0,0,0,0,0,9,184,2,11
ORD,Terminal 5,05-11-2017,0000 - 0100,7,30,16,34,12,34,54,22,6,0,0,0,0,5,87,1,8
ORD,Terminal 5,05-11-2017,0100 - 0200,7,23,14,29,12,29,83,53,0,0,0,0,0,8,144,1,9
ORD,Terminal 5,05-11-2017,0400 - 0500,0,9,5,23,3,23,89,6,0,0,0,0,0,4,99,1,3
ORD,Terminal 5,05-11-2017,0600 - 0700,11,91,51,105,43,105,148,52,59,61,108,55,0,16,499,3,9
ORD,Terminal 5,05-11-2017,0800 - 0900,7,15,17,42,15,42,130,38,34,0,0,0,0,4,206,1,8
ORD,Terminal 5,05-11-2017,0900 - 1000,7,68,60,126,41,126,473,100,58,85,160,202,15,45,1138,7,11
ORD,Terminal 5,05-11-2017,1000 - 1100,9,58,79,121,40,121,66,9,9,3,0,29,4,12,132,1,12
ORD,Terminal 5,05-11-2017,1100 - 1200,12,53,40,67,28,67,200,73,96,149,16,0,0,31,565,4,21
ORD,Terminal 5,05-11-2017,1200 - 1300,6,36,22,44,15,44,256,95,92,0,0,0,0,46,489,2,16
ORD,Terminal 5,05-11-2017,1300 - 1400,8,50,26,78,18,78,1269,298,199,196,72,0,0,76,2110,12,26
ORD,Terminal 5,05-11-2017,1400 - 1500,10,62,40,76,22,76,922,241,202,186,134,0,0,83,1768,9,36
ORD,Terminal 5,05-11-2017,1500 - 1600,9,52,31,63,24,63,493,253,308,181,12,0,0,68,1315,6,32
ORD,Terminal 5,05-11-2017,1600 - 1700,10,61,16,62,13,62,429,136,23,27,3,0,0,23,641,4,32
ORD,Terminal 5,05-11-2017,1700 - 1800,7,35,14,37,11,37,859,226,42,0,0,0,0,58,1185,6,28
ORD,Terminal 5,05-11-2017,1800 - 1900,7,31,10,34,8,34,795,63,3,0,0,0,0,33,894,6,21
ORD,Terminal 5,05-11-2017,1900 - 2000,10,35,19,41,15,41,771,527,111,0,0,0,0,51,1460,7,25
ORD,Terminal 5,05-11-2017,2100 - 2200,4,21,11,23,8,23,131,38,0,0,0,0,0,5,174,1,7
ORD,Terminal 5,05-11-2017,2300 - 0000,13,58,19,60,16,60,201,122,25,13,0,0,0,23,384,3,9
ORD,Terminal 5,05-12-2017,0000 - 0100,11,42,40,71,29,71,82,35,48,31,27,0,0,10,233,2,9
ORD,Terminal 5,05-12-2017,0400 - 0500,3,10,5,15,4,15,139,0,0,0,0,0,0,4,143,1,7
ORD,Terminal 5,05-12-2017,0500 - 0600,14,42,24,43,21,43,53,55,39,0,0,0,0,4,151,1,7
ORD,Terminal 5,05-12-2017,0600 - 0700,7,78,29,81,25,81,218,91,74,77,30,0,0,17,507,2,10
ORD,Terminal 5,05-12-2017,0800 - 0900,3,13,6,18,5,18,320,10,0,0,0,0,0,9,339,2,12
ORD,Terminal 5,05-12-2017,0900 - 1000,16,52,28,78,21,78,247,381,71,41,15,0,0,37,792,5,12
ORD,Terminal 5,05-12-2017,1000 - 1100,7,61,42,76,31,76,188,59,39,104,85,0,0,20,495,3,11
ORD,Terminal 5,05-12-2017,1100 - 1200,9,50,34,67,23,67,214,80,105,66,7,0,0,24,496,3,18
ORD,Terminal 5,05-12-2017,1200 - 1300,8,50,28,81,19,81,523,283,204,58,23,0,0,41,1132,5,26
ORD,Terminal 5,05-12-2017,1300 - 1400,11,44,20,47,15,47,760,555,142,3,0,0,0,67,1527,7,27
ORD,Terminal 5,05-12-2017,1400 - 1500,18,116,42,128,27,128,742,516,212,98,135,84,11,77,1875,10,28
ORD,Terminal 5,05-12-2017,1500 - 1600,6,70,35,71,22,71,863,225,237,265,76,0,0,70,1736,8,30
ORD,Terminal 5,05-12-2017,1600 - 1700,8,38,20,36,11,38,448,148,23,0,0,0,0,25,644,4,21
ORD,Terminal 5,05-12-2017,1700 - 1800,12,56,17,57,14,57,884,419,96,24,0,0,0,73,1496,8,21
ORD,Terminal 5,05-12-2017,1800 - 1900,15,58,27,58,18,58,641,186,245,48,0,0,0,54,1174,6,11
ORD,Terminal 5,05-12-2017,1900 - 2000,9,61,35,70,19,70,489,89,40,96,41,0,0,32,787,4,18
ORD,Terminal 5,05-12-2017,2000 - 2100,8,36,23,50,16,50,227,82,61,14,0,0,0,15,399,2,19
ORD,Terminal 5,05-12-2017,2200 - 2300,26,71,42,81,34,81,78,34,37,45,47,0,0,15,256,2,6
ORD,Terminal 5,5/13/2017,0000 - 0100,38,126,66,126,52,126,71,44,84,45,99,39,17,19,418,3,7
ORD,Terminal 5,5/13/2017,0400 - 0500,12,42,15,43,14,43,159,72,37,0,0,0,0,8,276,2,7
ORD,Terminal 5,5/13/2017,0600 - 0700,10,59,34,69,29,69,156,144,137,96,34,0,0,25,592,2,10
ORD,Terminal 5,5/13/2017,0900 - 1000,10,141,48,149,33,149,665,287,138,70,81,121,85,61,1508,7,10
ORD,Terminal 5,5/13/2017,1000 - 1100,7,53,57,125,34,125,162,8,23,7,1,55,5,10,271,2,15
ORD,Terminal 5,5/13/2017,1100 - 1200,9,68,49,92,28,92,207,36,35,13,85,4,0,16,396,2,18
ORD,Terminal 5,5/13/2017,1200 - 1300,9,41,23,56,16,56,777,379,186,20,0,0,0,59,1421,7,33
ORD,Terminal 5,5/13/2017,1300 - 1400,13,56,29,74,24,74,644,611,314,152,75,0,0,67,1863,8,33
ORD,Terminal 5,5/13/2017,1400 - 1500,13,47,25,61,19,61,849,868,325,51,3,0,0,97,2193,9,37
ORD,Terminal 5,5/13/2017,1500 - 1600,9,40,18,56,13,56,1095,451,98,5,0,0,0,68,1717,9,35
ORD,Terminal 5,5/13/2017,1600 - 1700,6,30,15,35,10,35,928,310,21,0,0,0,0,45,1304,6,29
ORD,Terminal 5,5/13/2017,1700 - 1800,12,43,16,43,13,43,1168,521,134,0,0,0,0,84,1907,11,26
ORD,Terminal 5,5/13/2017,1800 - 1900,17,46,21,49,18,49,982,735,404,23,0,0,0,84,2228,11,25
ORD,Terminal 5,5/13/2017,1900 - 2000,8,28,13,35,11,35,641,219,28,0,0,0,0,36,924,4,27
ORD,Terminal 5,5/13/2017,2100 - 2200,7,21,14,27,11,27,135,53,0,0,0,0,0,1,189,1,10
ORD,Terminal 5,5/13/2017,2200 - 2300,10,23,13,23,11,23,107,38,0,0,0,0,0,6,151,1,9
ORD,Terminal 5,5/13/2017,2300 - 0000,14,59,26,64,19,64,208,143,63,25,7,0,0,13,459,3,10
ORD,Terminal 5,5/14/2017,0000 - 0100,23,47,32,46,25,47,45,49,75,5,0,0,0,5,179,1,10
ORD,Terminal 5,5/14/2017,0300 - 0400,20,46,24,48,22,48,39,33,29,5,0,0,0,4,110,1,4
ORD,Terminal 5,5/14/2017,0400 - 0500,3,10,5,14,4,14,127,0,0,0,0,0,0,5,132,1,9
